# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi    
  119       4.402124333313e-10       1.348030179571e-13      -4.614115331107e-12       6.245110389823e-16       6.926572507589e-12       9.874518322558e-13      -5.938428154751e-15 
  120       4.447143064580e-10       1.361494544116e-13      -4.692454228518e-12       6.353987574435e-16       6.769655508824e-12       9.700680978815e-13      -5.872694863929e-15 
  121       4.492296112699e-10       1.374461350568e-13      -4.769592493112e-12       6.463987711633e-16       6.617398672616e-12       9.531441579400e-13      -5.806830408051e-15 
  122       4.537574894405e-10       1.386917519561e-13      -4.845459813414e-12       6.575118982177e-16       6.469703171791e-12       9.366738218172e-13      -5.741020180496e-15 
  123       4.582969869814e-10       1.398850289762e-13      -4.919985814158e-12       6.687389710066e-16       6.326439887167e-12       9.206478674658e-13      -5.675455108667e-15 
  124       4.628470514985e-10       1.410247230608e-13      -4.993100085942e-12       6.800808363506e-16       6.187448580360e-12       9.050539557653e-13      -5.610331691221e-15 
  125       4.674065294501e-10       1.421096255054e-13      -5.064732214877e-12       6.915383555878e-16       6.052537066585e-12       8.898765448808e-13      -5.545852035280e-15 
  126       4.719741634031e-10       1.431385632309e-13      -5.134811812246e-12       7.031124046699e-16       5.921480387466e-12       8.750968046233e-13      -5.482223893657e-15 
  127       4.765485892906e-10       1.441104000583e-13      -5.203268544151e-12       7.148038742595e-16       5.794019983839e-12       8.606925308094e-13      -5.419660702073e-15 
  128       4.811283336690e-10       1.450240379826e-13      -5.270032161173e-12       7.266136698266e-16       5.669862868560e-12       8.466380596200e-13      -5.358381616375e-15 
  129       4.857119730752e-10       1.458784597537e-13      -5.335033227307e-12       7.385427062032e-16       5.548744629831e-12       8.329096457374e-13      -5.298557168637e-15 
  130       4.902986376903e-10       1.466728591929e-13      -5.398205334212e-12       7.505918903688e-16       5.430628012531e-12       8.195024457102e-13      -5.240139416063e-15 
  131       4.948875580026e-10       1.474065276464e-13      -5.459483187034e-12       7.627621369505e-16       5.315524659686e-12       8.064152445142e-13      -5.183013142809e-15 
  132       4.994779060920e-10       1.480788155153e-13      -5.518801961217e-12       7.750543736517e-16       5.203432867899e-12       7.936451126973e-13      -5.127048222422e-15 
  133       5.040687940471e-10       1.486891338248e-13      -5.576097337155e-12       7.874695413094e-16       5.094337216910e-12       7.811873598354e-13      -5.072099265919e-15 
  134       5.086592723826e-10       1.492369557943e-13      -5.631305534851e-12       8.000085939511e-16       4.988208199145e-12       7.690354879894e-13      -5.018005269884e-15 
  135       5.132483284558e-10       1.497218184072e-13      -5.684363348578e-12       8.126724988515e-16       4.885001849271e-12       7.571811451610e-13      -4.964589264551e-15 
  136       5.178348848840e-10       1.501433239804e-13      -5.735208181529e-12       8.254622365899e-16       4.784659373750e-12       7.456140787496e-13      -4.911657961892e-15 
  137       5.224177979613e-10       1.505011417343e-13      -5.783778080480e-12       8.383788011070e-16       4.687106780392e-12       7.343220890083e-13      -4.859001403709e-15 
  138       5.269958560757e-10       1.507950093627e-13      -5.830011770445e-12       8.514231997620e-16       4.592254507909e-12       7.232909825005e-13      -4.806392609721e-15 
  139       5.315677781261e-10       1.510247346021e-13      -5.873848689336e-12       8.645964533894e-16       4.499997055469e-12       7.125045255566e-13      -4.753587225648e-15 
  140       5.361322119393e-10       1.511901968020e-13      -5.915229022615e-12       8.778995963563e-16       4.410212612249e-12       7.019443977296e-13      -4.700323171306e-15 
  141       5.406877326869e-10       1.512913484945e-13      -5.954093737955e-12       8.913336766192e-16       4.322762686987e-12       6.915901452524e-13      -4.646320288691e-15 
  142       5.452328413026e-10       1.513282169639e-13      -5.990384619900e-12       9.048997557810e-16       4.237491737539e-12       6.814191344937e-13      -4.591279990069e-15 
  143       5.497659628990e-10       1.513009058166e-13      -6.024044304514e-12       9.185989091482e-16       4.154226800431e-12       6.714065054142e-13      -4.534884906061e-15 
  144       5.542855749047e-10       1.512096122345e-13      -6.055016859243e-12       9.324321428636e-16       4.072813773004e-12       6.615308149618e-13      -4.476876088675e-15 
  145       5.587906090549e-10       1.510546773370e-13      -6.083249513730e-12       9.464001359777e-16       3.993231073261e-12       6.517916925567e-13      -4.417293941412e-15 
  146       5.632800862071e-10       1.508365437911e-13      -6.108691166311e-12       9.605034729390e-16       3.915486533319e-12       6.421938448263e-13      -4.356260483253e-15 
  147       5.677529893496e-10       1.505557422190e-13      -6.131291891591e-12       9.747427238189e-16       3.839581594621e-12       6.327415082430e-13      -4.293904019535e-15 
  148       5.722082627641e-10       1.502128928580e-13      -6.151002978242e-12       9.891184438923e-16       3.765511148129e-12       6.234384352815e-13      -4.230359235767e-15 
  149       5.766448111877e-10       1.498087072205e-13      -6.167776966787e-12       1.003631173218e-15       3.693263374527e-12       6.142878805757e-13      -4.165767291431e-15 
  150       5.810614989761e-10       1.493439897537e-13      -6.181567687395e-12       1.018281436218e-15       3.622819584425e-12       6.052925870763e-13      -4.100275913788e-15 
