# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_efld           14:(.)rho_ur             15:(.)rho_crit           16:(.)rho_tot            17:(.)p_tot              18:(.)p_tot_prime        19:gr.fac. D             20:gr.fac. f          
       6.813638991301e+13       1.628086766255e-25       6.803020369262e-09       1.001655410567e+22       1.152959485625e+04       1.692134683239e-10       7.855849706642e+17       3.927355008582e-09       5.930557895580e+43       7.754429922818e+32       4.236920271009e+33       2.985121549152e-08       2.269015917708e+37       4.102575450093e+43       1.003313561519e+44       1.003313561519e+44       3.344378008792e+43      -1.966593243046e+52       9.017499027269e-05       2.606482900500e+00 
       6.766275065827e+13       1.650959756802e-25       6.850314093754e-09       9.877781163614e+21       1.152959485625e+04       1.703979626024e-10       7.801241019490e+17       3.954846493029e-09       5.767368057051e+43       7.593840375662e+32       4.149176218328e+33       2.985121549152e-08       2.217380835931e+37       3.989685796701e+43       9.757056071624e+43       9.757056071624e+43       3.252351506322e+43      -1.899184644063e+52       9.181453552717e-05       2.559938562221e+00 
       6.719240383132e+13       1.674154089979e-25       6.897607818246e-09       9.740930831815e+21       1.152959485625e+04       1.715907483410e-10       7.747011935924e+17       3.982530417851e-09       5.608668676903e+43       7.436576540764e+32       4.063249291835e+33       2.985121549152e-08       2.166920792922e+37       3.879902502716e+43       9.488573347020e+43       9.488573347020e+43       3.162857276565e+43      -1.834086598746e+52       9.345408078074e-05       2.515027358614e+00 
       6.672532654537e+13       1.697674280331e-25       6.946720532142e-09       9.605976473744e+21       1.152959485625e+04       1.727918835797e-10       7.693159817188e+17       4.010408130132e-09       5.454336192192e+43       7.282569544639e+32       3.979101859948e+33       2.985121549152e-08       2.117609048798e+37       3.773140091140e+43       9.227478401412e+43       9.227478401412e+43       3.075825639538e+43      -1.771219908619e+52       9.509362603340e-05       2.471664817196e+00 
       6.626149607273e+13       1.721524905824e-25       6.994014256634e-09       9.472891821897e+21       1.152959485625e+04       1.740014267651e-10       7.639682042873e+17       4.038480986383e-09       5.304250440032e+43       7.131751940127e+32       3.896697070409e+33       2.985121549152e-08       2.069419472182e+37       3.669315437025e+43       8.973567946937e+43       8.973567946937e+43       2.991188832627e+43      -1.710508089881e+52       9.673317128514e-05       2.429772192431e+00 
       6.580088984369e+13       1.745710608741e-25       7.043126970530e-09       9.341650972693e+21       1.152959485625e+04       1.752194367528e-10       7.586576010783e+17       4.066750352612e-09       5.158294564030e+43       6.984057676861e+32       3.815998834153e+33       2.985121549152e-08       2.022326526362e+37       3.568347702753e+43       8.726644289562e+43       8.726644289562e+43       2.908880957827e+43      -1.651877280353e+52       9.837271653596e-05       2.389275988487e+00 
       6.534348544545e+13       1.770236096584e-25       7.092239684425e-09       9.212228381426e+21       1.152959485625e+04       1.764459728104e-10       7.533839136810e+17       4.095217604388e-09       5.016354923306e+43       6.839422072334e+32       3.736971809494e+33       2.985121549152e-08       1.976305255751e+37       3.470158275101e+43       8.486515175154e+43       8.486515175154e+43       2.828837930433e+43      -1.595256149617e+52       1.000122617859e-04       2.350107528931e+00 
       6.488926062097e+13       1.795106142992e-25       7.143171387725e-09       9.084598857295e+21       1.152959485625e+04       1.776810946205e-10       7.481468854811e+17       4.123884126911e-09       4.878321004010e+43       6.697781783577e+32       3.659581386651e+33       2.985121549152e-08       1.931331272668e+37       3.374670704023e+43       8.252993639797e+43       8.252993639797e+43       2.750997429144e+43      -1.540575812239e+52       1.016518070348e-04       2.312202568065e+00 
       6.443819326796e+13       1.820325588668e-25       7.192284101620e-09       8.958737558504e+21       1.152959485625e+04       1.789248622832e-10       7.429462616481e+17       4.152751315075e-09       4.744085333276e+43       6.559074779414e+32       3.583793672594e+33       2.985121549152e-08       1.887380744412e+37       3.281810643135e+43       8.025897864215e+43       8.025897864215e+43       2.675298847542e+43      -1.487769743957e+52       1.032913522829e-04       2.275500939286e+00 
       6.399026143777e+13       1.845899342321e-25       7.243215804920e-09       8.834619987423e+21       1.152959485625e+04       1.801773363195e-10       7.377817891228e+17       4.181820573539e-09       4.613543395546e+43       6.423240313298e+32       3.509575476193e+33       2.985121549152e-08       1.844430380634e+37       3.191505791826e+43       7.805051032217e+43       7.805051032217e+43       2.601683246900e+43      -1.436773700753e+52       1.049308975300e-04       2.239946236402e+00 
       6.354544333430e+13       1.871832381625e-25       7.294147508219e-09       8.712221985820e+21       1.152959485625e+04       1.814385776741e-10       7.326532166050e+17       4.211093316796e-09       4.486593551192e+43       6.290218896706e+32       3.436894293688e+33       2.985121549152e-08       1.802457420993e+37       3.103685838964e+43       7.590281193020e+43       7.590281193020e+43       2.530093310298e+43      -1.387525640688e+52       1.065704427761e-04       2.205485524372e+00 
       6.310371731298e+13       1.898129754183e-25       7.345079211518e-09       8.591519730161e+21       1.152959485625e+04       1.827086477182e-10       7.275602945418e+17       4.240570969239e-09       4.363136957384e+43       6.159952273085e+32       3.365718294453e+33       2.985121549152e-08       1.761439623097e+37       3.018282408152e+43       7.381421127374e+43       7.381421127374e+43       2.460473297989e+43      -1.339965648427e+52       1.082099880213e-04       2.172069076338e+00 
       6.266506187970e+13       1.924796578512e-25       7.396010914817e-09       8.472489726971e+21       1.152959485625e+04       1.839876082526e-10       7.225027751145e+17       4.270254965232e-09       4.243077491125e+43       6.032383392342e+32       3.296016307054e+33       2.985121549152e-08       1.721355250716e+37       2.935229004493e+43       7.178308217363e+43       7.178308217363e+43       2.392769004008e+43      -1.294035862342e+52       1.098495332656e-04       2.139650134212e+00 
       6.222945568974e+13       1.951838045041e-25       7.448761607520e-09       8.355108808263e+21       1.152959485625e+04       1.852755215107e-10       7.174804122274e+17       4.300146749179e-09       4.126321674414e+43       5.907456385856e+32       3.227757805598e+33       2.985121549152e-08       1.682183062259e+37       2.854460962813e+43       6.980784319791e+43       6.980784319791e+43       2.326927713961e+43      -1.249680404119e+52       1.114890785088e-04       2.108184690379e+00 
       6.179687754679e+13       1.979259417117e-25       7.499693310820e-09       8.239354127027e+21       1.152959485625e+04       1.865724501617e-10       7.124929614955e+17       4.330247775596e-09       4.012778601463e+43       5.785116542011e+32       3.160912896365e+33       2.985121549152e-08       1.643902299525e+37       2.775915397317e+43       6.788695643056e+43       6.788695643056e+43       2.262898163984e+43      -1.206845310776e+52       1.131286237512e-04       2.077631288393e+00 
       6.136730640185e+13       2.007066032033e-25       7.552444003522e-09       8.125203152785e+21       1.152959485625e+04       1.878784573132e-10       7.075401802324e+17       4.360559509181e-09       3.902359867920e+43       5.665310282235e+32       3.095452304718e+33       2.985121549152e-08       1.606492676697e+37       2.699531152623e+43       6.601892627402e+43       6.601892627402e+43       2.200630500830e+43      -1.165478469012e+52       1.147681689925e-04       2.047950840744e+00 
       6.094072135225e+13       2.035263302065e-25       7.605194696225e-09       8.012633667201e+21       1.152959485625e+04       1.891936065148e-10       7.026218274388e+17       4.391083424882e-09       3.794979502033e+43       5.547985137537e+32       3.031347362276e+33       2.985121549152e-08       1.569934369595e+37       2.625248756150e+43       6.420229828476e+43       6.420229828476e+43       2.140076243055e+43      -1.125529551803e+52       1.164077142329e-04       2.019106462040e+00 
       6.051710164064e+13       2.063856715527e-25       7.657945388928e-09       7.901623759764e+21       1.152959485625e+04       1.905179617608e-10       6.977376637908e+17       4.421821007975e-09       3.690553897719e+43       5.433089725527e+32       2.968569994367e+33       2.985121549152e-08       1.534208005171e+37       2.553010371808e+43       6.243565804086e+43       6.243565804086e+43       2.081188243263e+43      -1.086949957180e+52       1.180472594723e-04       1.991063316073e+00 
       6.009642665394e+13       2.092851837838e-25       7.712515071034e-09       7.792151823516e+21       1.152959485625e+04       1.918515874935e-10       6.928874516280e+17       4.452773754131e-09       3.589001749461e+43       5.320573727912e+32       2.907092707725e+33       2.985121549152e-08       1.499294651239e+37       2.482759754972e+43       6.071763004072e+43       6.071763004072e+43       2.023920651407e+43      -1.049692749092e+52       1.196868047108e-04       1.963788475472e+00 
       5.967867592235e+13       2.122254312604e-25       7.767084753141e-09       7.684196550851e+21       1.152959485625e+04       1.931945486064e-10       6.880709549419e+17       4.483943169492e-09       3.490243989011e+43       5.210387868461e+32       2.846888578456e+33       2.985121549152e-08       1.465175806447e+37       2.414442208687e+43       5.904687663210e+43       5.904687663210e+43       1.968228879084e+43      -1.013712600309e+52       1.213263499482e-04       1.937250792720e+00 
       5.926382911840e+13       2.152069862721e-25       7.821654435247e-09       7.577736929366e+21       1.152959485625e+04       1.945469104470e-10       6.832879393649e+17       4.515330770741e-09       3.394203723823e+43       5.102483891424e+32       2.787931240240e+33       2.985121549152e-08       1.431833390470e+37       2.348004541081e+43       5.742209697067e+43       5.742209697067e+43       1.914069564818e+43      -9.789657372771e+51       1.229658951847e-04       1.911420781504e+00 
       5.885186605588e+13       2.182304291483e-25       7.876224117354e-09       7.472752237771e+21       1.152959485625e+04       1.959087388206e-10       6.785381721583e+17       4.546938085180e-09       3.300806177185e+43       4.996814540399e+32       2.730194872790e+33       2.985121549152e-08       1.399249734431e+37       2.283395023953e+43       5.584202600711e+43       5.584202600711e+43       1.861400540304e+43      -9.454098868583e+51       1.246054404202e-04       1.886270507422e+00 
       5.844276668893e+13       2.212963483716e-25       7.930793799460e-09       7.369222041857e+21       1.152959485625e+04       1.972800999927e-10       6.738214222015e+17       4.578766650801e-09       3.209978630002e+43       4.893333537633e+32       2.673654190542e+33       2.985121549152e-08       1.367407571534e+37       2.220563352494e+43       5.430543350220e+43       5.430543350220e+43       1.810180797573e+43      -9.130042249059e+51       1.262449856546e-04       1.861773487209e+00 
       5.803651111103e+13       2.244053406921e-25       7.985363481566e-09       7.267126190518e+21       1.152959485625e+04       1.986610606931e-10       6.691374599802e+17       4.610818016361e-09       3.121650364171e+43       4.791995563760e+32       2.618284431579e+33       2.985121549152e-08       1.336290027920e+37       2.159460606120e+43       5.281112306891e+43       5.281112306891e+43       1.760370457060e+43      -8.817093265953e+51       1.278845308881e-04       1.837904595714e+00 
       5.763307955403e+13       2.275580112439e-25       8.041752153076e-09       7.166444811827e+21       1.152959485625e+04       2.000516881184e-10       6.644860575757e+17       4.643093741461e-09       3.035752607525e+43       4.692756237950e+32       2.564061346788e+33       2.985121549152e-08       1.305880613718e+37       2.100039210387e+43       5.135793124097e+43       5.135793124097e+43       1.711930736559e+43      -8.514871184606e+51       1.295240761205e-04       1.814639979951e+00 
       5.723245238719e+13       2.307549736623e-25       8.098140824586e-09       7.067158309172e+21       1.152959485625e+04       2.014520499357e-10       6.598669886537e+17       4.675595396616e-09       2.952218480286e+43       4.595572098472e+32       2.510961189243e+33       2.985121549152e-08       1.276163214313e+37       2.042252899944e+43       4.994472656690e+43       4.994472656690e+43       1.664823921026e+43      -8.223008320738e+51       1.311636213519e-04       1.791956979577e+00 
       5.683461011625e+13       2.339968502036e-25       8.154529496096e-09       6.969247357437e+21       1.152959485624e+04       2.028622142856e-10       6.552800284531e+17       4.708324563337e-09       2.870982942989e+43       4.500400583662e+32       2.458960703800e+33       2.985121549152e-08       1.247122081802e+37       1.986056682513e+43       4.857040872915e+43       4.857040872915e+43       1.619013333213e+43      -7.941149593123e+51       1.328031665824e-04       1.769834053283e+00 
       5.643953338245e+13       2.372842718665e-25       8.212737157010e-09       6.872692899247e+21       1.152959485624e+04       2.042822497861e-10       6.507249537752e+17       4.741282834204e-09       2.791982745849e+43       4.407200013282e+32       2.408037116916e+33       2.985121549152e-08       1.218741826653e+37       1.931406803859e+43       4.723390768735e+43       4.723390768735e+43       1.574463305110e+43      -7.668952091597e+51       1.344427118117e-04       1.748250710553e+00 
       5.604720296160e+13       2.406178785142e-25       8.269125828519e-09       6.777476141249e+21       1.152959485624e+04       2.057122255350e-10       6.462015429730e+17       4.774471812947e-09       2.715156379509e+43       4.315929570266e+32       2.358168126673e+33       2.985121549152e-08       1.191007409544e+37       1.878260713725e+43       4.593418284521e+43       4.593418284521e+43       1.531139150179e+43      -7.406084659873e+51       1.360822570401e-04       1.727187448368e+00 
       5.565759976313e+13       2.439983189996e-25       8.327333489433e-09       6.683578550466e+21       1.152959485624e+04       2.071522111142e-10       6.417095759400e+17       4.807893114519e-09       2.640444027152e+43       4.226549282847e+32       2.309331893015e+33       2.985121549152e-08       1.163904133401e+37       1.826577032696e+43       4.467022224025e+43       4.467022224025e+43       1.489007136340e+43      -7.152227492655e+51       1.377218022674e-04       1.706625692421e+00 
       5.527070482920e+13       2.474262512912e-25       8.385541150346e-09       6.590981850680e+21       1.152959485624e+04       2.086022765925e-10       6.372488340998e+17       4.841548365182e-09       2.567787517927e+43       4.139020007046e+32       2.261507028178e+33       2.985121549152e-08       1.137417635601e+37       1.776315519987e+43       4.344104175599e+43       4.344104175599e+43       1.448034459713e+43      -6.907071746562e+51       1.393613474937e-04       1.686547742493e+00 
       5.488649933375e+13       2.509023426014e-25       8.443748811260e-09       6.499668018878e+21       1.152959485624e+04       2.100624925291e-10       6.328191003956e+17       4.875439202578e-09       2.497130281656e+43       4.053303409534e+32       2.214672587326e+33       2.985121549152e-08       1.111533880369e+37       1.727437042111e+43       4.224568435563e+43       4.224568435563e+43       1.408189219076e+43      -6.670319164384e+51       1.410008927189e-04       1.666936721629e+00 
       5.450496458155e+13       2.544272695162e-25       8.503775461577e-09       6.409619281747e+21       1.152959485624e+04       2.115329299773e-10       6.284201592793e+17       4.909567275813e-09       2.428417304793e+43       3.969361950841e+32       2.168808059378e+33       2.985121549152e-08       1.086239151335e+37       1.679903542405e+43       4.108321933694e+43       4.108321933694e+43       1.369440391023e+43      -6.441681712230e+51       1.426404379431e-04       1.647776528828e+00 
       5.412608200738e+13       2.580017181269e-25       8.563802111894e-09       6.320818112209e+21       1.152959485624e+04       2.130136604876e-10       6.240517967009e+17       4.943934245539e-09       2.361595087584e+43       3.887158868918e+32       2.123893358026e+33       2.985121549152e-08       1.061520044265e+37       1.633678011407e+43       3.995274160763e+43       3.995274160763e+43       1.331757805816e+43      -6.220881229098e+51       1.442799831663e-04       1.629051794950e+00 
       5.374983317503e+13       2.616263841638e-25       8.623828762211e-09       6.233247226013e+21       1.152959485624e+04       2.145047561115e-10       6.197138000988e+17       4.978541784031e-09       2.296611602419e+43       3.806658163034e+32       2.079908812936e+33       2.985121549152e-08       1.037363459964e+37       1.588724458032e+43       3.885337098060e+43       3.885337098060e+43       1.295112123887e+43      -6.007649088466e+51       1.459195283883e-04       1.610747841605e+00 
