# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ULAfld         14:(.)w_ULAfld           15:(.)rho_ur             16:(.)rho_crit           17:(.)rho_tot            18:(.)p_tot              19:(.)p_tot_prime        20:gr.fac. D             21:gr.fac. f          
       1.000000000000e+14       7.558503632224e-26       4.634785000235e-09       2.157545946648e+22       1.267779227578e+04       1.267779227578e-10       1.267779227578e+18       2.675958164815e-09       2.751560535470e+44       2.451390603497e+33       1.339408137477e+34       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       1.903443976270e+44       4.655004511898e+44       4.655004511898e+44       1.551668170580e+44      -1.339118148791e+53       1.630820755413e-19       2.000000000000e+14 
       9.930486593843e+13       7.664693049753e-26       4.667526809499e-09       2.127654528182e+22       1.267779227578e+04       1.276653682172e-10       1.258966462342e+18       2.694689871968e-09       2.675846458098e+44       2.400623788821e+33       1.311669806183e+34       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       1.851067333040e+44       4.526913791294e+44       4.526913791294e+44       1.508971263713e+44      -1.293217411572e+53       2.275195132623e-07       1.433565615564e+02 
       9.861456399050e+13       7.772374322409e-26       4.700268618762e-09       2.098177236191e+22       1.267779227578e+04       1.285590257947e-10       1.250214957639e+18       2.713552701072e-09       2.602215788102e+44       2.350908324129e+33       1.284505918930e+34       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       1.800131926217e+44       4.402347714471e+44       4.402347714471e+44       1.467449238106e+44      -1.248890006534e+53       4.550390265244e-07       7.167828077820e+01 
       9.792906056653e+13       7.881568409264e-26       4.733010428026e-09       2.069108333218e+22       1.267779227578e+04       1.294589389752e-10       1.241524287625e+18       2.732547569979e-09       2.530611196824e+44       2.302222436600e+33       1.257904579330e+34       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       1.750598097619e+44       4.281209294592e+44       4.281209294592e+44       1.427069764814e+44      -1.206082004822e+53       6.825585397865e-07       4.778552051880e+01 
       9.724832231036e+13       7.992296563846e-26       4.765752237290e-09       2.040442161294e+22       1.267779227578e+04       1.303651515481e-10       1.232894029419e+18       2.751675402969e-09       2.460976933110e+44       2.254544804314e+33       1.231854137361e+34       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       1.702427280332e+44       4.163404213587e+44       4.163404213587e+44       1.387801404480e+44      -1.164741326094e+53       9.100780530486e-07       3.583914038910e+01 
       9.657231609767e+13       8.104580338272e-26       4.800313035958e-09       2.012173140839e+22       1.267779227578e+04       1.312777076089e-10       1.224323763078e+18       2.770937130790e-09       2.393258779894e+44       2.207854546917e+33       1.206343184268e+34       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       1.655581968676e+44       4.048840748713e+44       4.048840748713e+44       1.349613582857e+44      -1.124817675156e+53       1.137597566311e-06       2.867131231128e+01 
       9.590100903443e+13       8.218441587444e-26       4.833054845221e-09       1.984295769572e+22       1.267779227578e+04       1.321966515622e-10       1.215813071577e+18       2.790333690705e-09       2.327404011992e+44       2.162131216471e+33       1.181360547562e+34       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       1.610025689010e+44       3.937429701143e+44       3.937429701143e+44       1.312476567001e+44      -1.086262480774e+53       1.365117079573e-06       2.389276025940e+01 
       9.523436845525e+13       8.333902473306e-26       4.867615643889e-09       1.956804621446e+22       1.267779227578e+04       1.331220281231e-10       1.207361540791e+18       2.809866026540e-09       2.263361355047e+44       2.117354788506e+33       1.156895286131e+34       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       1.565722971329e+44       3.829084326512e+44       3.829084326512e+44       1.276361442125e+44      -1.049028836584e+53       1.592636592835e-06       2.047950879377e+01 
       9.457236192179e+13       8.450985469153e-26       4.900357453153e-09       1.929694345585e+22       1.267779227578e+04       1.340538823200e-10       1.198968759475e+18       2.829535088726e-09       2.201080945604e+44       2.073505653244e+33       1.132936685446e+34       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       1.522639321645e+44       3.723720267383e+44       3.723720267383e+44       1.241240089083e+44      -1.013071444022e+53       1.820156106097e-06       1.791957019455e+01 
       9.391495722125e+13       8.569713364009e-26       4.934918251820e-09       1.902959665248e+22       1.267779227578e+04       1.349922594962e-10       1.190634319240e+18       2.849341834347e-09       2.140514292293e+44       2.030564607016e+33       1.109474252871e+34       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       1.480741195137e+44       3.621255487561e+44       3.621255487561e+44       1.207085162477e+44      -9.783465572162e+52       2.047675619359e-06       1.592850683960e+01 
       9.326212236469e+13       8.690109267060e-26       4.969479050487e-09       1.876595376800e+22       1.267779227578e+04       1.359372053127e-10       1.182357814538e+18       2.869287227187e-09       2.081614238068e+44       1.988512843847e+33       1.086497713064e+34       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       1.439995970030e+44       3.521610208226e+44       3.521610208226e+44       1.173870069366e+44      -9.448119297656e+52       2.275195132620e-06       1.433565615564e+01 
       9.261382558559e+13       8.812196612153e-26       5.004039849155e-09       1.850596348697e+22       1.267779227578e+04       1.368887657499e-10       1.174138842640e+18       2.889372237778e-09       2.024334923495e+44       1.947331947224e+33       1.063997003481e+34       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       1.400371922191e+44       3.424706845811e+44       3.424706845811e+44       1.141568948562e+44      -9.124267633419e+52       2.502714645882e-06       1.303241468694e+01 
       9.197003533823e+13       8.935999162357e-26       5.040419637226e-09       1.824957520492e+22       1.267779227578e+04       1.378469871101e-10       1.165977003615e+18       2.909597843442e-09       1.968631751041e+44       1.907003882029e+33       1.041962269965e+34       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       1.361838200436e+44       3.330469951600e+44       3.330469951600e+44       1.110156650492e+44      -8.811516580545e+52       2.730234159144e-06       1.194638012970e+01 
       9.133072029615e+13       9.061541014589e-26       5.074980435893e-09       1.799673901845e+22       1.267779227578e+04       1.388119160199e-10       1.157871900312e+18       2.929965028346e-09       1.914461350357e+44       1.867510986638e+33       1.020383862434e+34       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       1.324364802505e+44       3.238826152983e+44       3.238826152983e+44       1.079608717621e+44      -8.509485645164e+52       2.957753672406e-06       1.102742781203e+01 
       9.069584935070e+13       9.188846604302e-26       5.109541234560e-09       1.774740571556e+22       1.267779227578e+04       1.397835994320e-10       1.149823138344e+18       2.950474783544e-09       1.861781544502e+44       1.828835965191e+33       9.992523306542e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       1.287922551705e+44       3.149704096326e+44       3.149704096326e+44       1.049901365402e+44      -8.217807375535e+52       3.185273185668e-06       1.023975439688e+01 
       9.006539160943e+13       9.317940710246e-26       5.145921022631e-09       1.750152676602e+22       1.267779227578e+04       1.407620846280e-10       1.141830326062e+18       2.971128107029e-09       1.810551317112e+44       1.790961880015e+33       9.785584200989e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       1.252483074190e+44       3.063034391418e+44       3.063034391418e+44       1.021011463767e+44      -7.936126915001e+52       3.412792698930e-06       9.557104103757e+00 
       8.943931639467e+13       9.448848459284e-26       5.182300810702e-09       1.725905431200e+22       1.267779227578e+04       1.417474192204e-10       1.133893074540e+18       2.991926003778e-09       1.760730780460e+44       1.753872144203e+33       9.582930678975e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       1.218018776871e+44       2.978749557444e+44       2.978749557444e+44       9.929165191103e+43      -7.664101570268e+52       3.640312212191e-06       8.959785097272e+00 
       8.881759324197e+13       9.581595331288e-26       5.218680598773e-09       1.701994115866e+22       1.267779227578e+04       1.427396511550e-10       1.126010997557e+18       3.012869485804e-09       1.712281144399e+44       1.717550514356e+33       9.384473988662e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       1.184502825932e+44       2.896783970443e+44       2.896783970443e+44       9.655946567772e+43      -7.401400394487e+52       3.867831725453e-06       8.432738915079e+00 
       8.820019189868e+13       9.716207164097e-26       5.255060386844e-09       1.678414076505e+22       1.267779227578e+04       1.437388287131e-10       1.118183711576e+18       3.033959572205e-09       1.665164686165e+44       1.681981083465e+33       9.190127216208e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       1.151909125938e+44       2.817073812212e+44       2.817073812212e+44       9.390246040343e+43      -7.147703784620e+52       4.095351238715e-06       7.964253419797e+00 
       8.758708232243e+13       9.852710158545e-26       5.291440174915e-09       1.655160723501e+22       1.267779227578e+04       1.447450005141e-10       1.110410835726e+18       3.055197289210e-09       1.619344721000e+44       1.647148273944e+33       8.999805247701e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       1.120212299515e+44       2.739557020621e+44       2.739557020621e+44       9.131856735048e+43      -6.902703092610e+52       4.322870751977e-06       7.545082187175e+00 
       8.697823467967e+13       9.991130883562e-26       5.329638952389e-09       1.632229530823e+22       1.267779227578e+04       1.457582155177e-10       1.102691991783e+18       3.076583670235e-09       1.574785573594e+44       1.613036830811e+33       8.813424731891e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       1.089387667592e+44       2.664173241290e+44       2.664173241290e+44       8.880577470620e+43      -6.666100249880e+52       4.550390265238e-06       7.167828077816e+00 
       8.637361934426e+13       1.013149628135e-25       5.366018740460e-09       1.609616035145e+22       1.267779227578e+04       1.467785230263e-10       1.095026804154e+18       3.098119755926e-09       1.531452550306e+44       1.579631815005e+33       8.630904043679e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       1.059411230189e+44       2.590863780597e+44       2.590863780597e+44       8.636212601650e+43      -6.437607404703e+52       4.777909778500e-06       6.826502931254e+00 
       8.577320689599e+13       1.027383367260e-25       5.404217517935e-09       1.587315834980e+22       1.267779227578e+04       1.478059726875e-10       1.087414899855e+18       3.119806594217e-09       1.489311912151e+44       1.546918596845e+33       8.452163248374e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       1.030259647727e+44       2.519571559978e+44       2.519571559978e+44       8.398571866260e+43      -6.216946571998e+52       5.005429291762e-06       6.516207343469e+00 
       8.517696811915e+13       1.041817076187e-25       5.440597306006e-09       1.565324589818e+22       1.267779227578e+04       1.488406144963e-10       1.079855908496e+18       3.141645240377e-09       1.448330848536e+44       1.514882849619e+33       8.277124066682e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       1.001910222855e+44       2.450241071488e+44       2.450241071488e+44       8.167470237968e+43      -6.003849295134e+52       5.232948805023e-06       6.232893980709e+00 
       8.458487400115e+13       1.056453564290e-25       5.478796083480e-09       1.543638019285e+22       1.267779227578e+04       1.498824987977e-10       1.072349462260e+18       3.163636757059e-09       1.408477451704e+44       1.483510543315e+33       8.105709840428e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       9.743408827823e+43       2.382818334582e+44       2.382818334582e+44       7.942727781622e+43      -5.798056319326e+52       5.460468318285e-06       5.973190064846e+00 
       8.399689573103e+13       1.071295680415e-25       5.518813850358e-09       1.522251902310e+22       1.267779227578e+04       1.509316762893e-10       1.064895195889e+18       3.185782214359e-09       1.369720691902e+44       1.452787938474e+33       7.937845498980e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       9.475301620897e+43       2.317250854086e+44       2.317250854086e+44       7.724169513306e+43      -5.599317276221e+52       5.687987831547e-06       5.734262462252e+00 
       8.341300469814e+13       1.086346313429e-25       5.557012627833e-09       1.501162076300e+22       1.267779227578e+04       1.519881980234e-10       1.057492746662e+18       3.208082689859e-09       1.332030393213e+44       1.422701580172e+33       7.773457526374e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       9.214571860169e+43       2.253487579321e+44       2.253487579321e+44       7.511625264098e+43      -5.407390379305e+52       5.915507344808e-06       5.513713906012e+00 
       8.283317249071e+13       1.101608392786e-25       5.595211405307e-09       1.480364436334e+22       1.267779227578e+04       1.530521154095e-10       1.050141754381e+18       3.230539268688e-09       1.295377210063e+44       1.393238292127e+33       7.612473929117e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       8.961016542097e+43       2.191478864363e+44       2.191478864363e+44       7.304929547577e+43      -5.222042129738e+52       6.143026858070e-06       5.309502279863e+00 
       8.225737089444e+13       1.117084889096e-25       5.635229172185e-09       1.459854934362e+22       1.267779227578e+04       1.541234802174e-10       1.042841861352e+18       3.253153043568e-09       1.259732604377e+44       1.364385170934e+33       7.454824204656e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       8.714438249143e+43       2.131176429380e+44       2.131176429380e+44       7.103921430972e+43      -5.043047032285e+52       6.370546371332e-06       5.119877198439e+00 
       8.168557189121e+13       1.132778814703e-25       5.673427949660e-09       1.439629578415e+22       1.267779227578e+04       1.552023445789e-10       1.035592712365e+18       3.275925114873e-09       1.225068823353e+44       1.336129580404e+33       7.300439310506e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       8.474644996064e+43       2.072533323046e+44       2.072533323046e+44       6.908444409866e+43      -4.870187320974e+52       6.598065884593e-06       4.943329708838e+00 
       8.111774765760e+13       1.148693224271e-25       5.713445716538e-09       1.419684431832e+22       1.267779227578e+04       1.562887609910e-10       1.028393954683e+18       3.298856590677e-09       1.191358877859e+44       1.308459146041e+33       7.149251634008e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       8.241450080431e+43       2.015503885986e+44       2.015503885986e+44       6.718346286339e+43      -4.703252694160e+52       6.825585397855e-06       4.778552051877e+00 
       8.055387056366e+13       1.164831215379e-25       5.753463483416e-09       1.400015612492e+22       1.267779227578e+04       1.573827823179e-10       1.021245238016e+18       3.321948586812e-09       1.158576521413e+44       1.281361749615e+33       7.001194962722e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       8.014671937265e+43       1.960043715222e+44       1.960043715222e+44       6.533479050465e+43      -4.542040058678e+52       7.053104911116e-06       4.624405211493e+00 
       7.999391317146e+13       1.181195929123e-25       5.793481250294e-09       1.380619292058e+22       1.267779227578e+04       1.584844617941e-10       1.014146214515e+18       3.345202226919e-09       1.126696229756e+44       1.254825523857e+33       6.856204455425e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       7.794133997669e+43       1.906109629604e+44       1.906109629604e+44       6.353698765076e+43      -4.386353282750e+52       7.280624424378e-06       4.479892548634e+00 
       7.943784823382e+13       1.197790550732e-25       5.835318006575e-09       1.361491695232e+22       1.267779227578e+04       1.595938530267e-10       1.007096538744e+18       3.368618642508e-09       1.095693180972e+44       1.228838847262e+33       6.714216613718e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       7.579664551354e+43       1.853659636186e+44       1.853659636186e+44       6.178865453690e+43      -4.236002957379e+52       7.508143937639e-06       4.344138228979e+00 
       7.888564869297e+13       1.214618310179e-25       5.875335773453e-09       1.342629099020e+22       1.267779227578e+04       1.607110099979e-10       1.000095867670e+18       3.392198973005e-09       1.065543236164e+44       1.203390339001e+33       6.575169254216e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       7.371096612945e+43       1.802652897536e+44       1.802652897536e+44       6.008842991528e+43      -4.090806165907e+52       7.735663450901e-06       4.216369457538e+00 
       7.833728767921e+13       1.231682482819e-25       5.917172529735e-09       1.324027832009e+22       1.267779227578e+04       1.618359870678e-10       9.931438606454e+17       3.415944365816e-09       1.036222920661e+44       1.178468853932e+33       6.439001481313e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       7.168267791965e+43       1.753049699934e+44       1.753049699934e+44       5.843498999525e+43      -3.950586261484e+52       7.963182964162e-06       4.095901758751e+00 
       7.779273850965e+13       1.248986390020e-25       5.957190296613e-09       1.305684273648e+22       1.267779227578e+04       1.629688389773e-10       9.862401793897e+17       3.439855976376e-09       1.007709405738e+44       1.154063477724e+33       6.305653660515e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       6.971020166400e+43       1.704811422453e+44       1.704811422453e+44       5.682704741260e+43      -3.815172652152e+52       8.190702477424e-06       3.982126709897e+00 
       7.725197468684e+13       1.266533399813e-25       5.999027052894e-09       1.287594853551e+22       1.267779227578e+04       1.641096208502e-10       9.793844879738e+17       3.463934968211e-09       9.799804908440e+43       1.130163522077e+33       6.175067392322e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       6.779200159740e+43       1.657900506891e+44       1.657900506891e+44       5.526335022727e+43      -3.684400593309e+52       8.418221990685e-06       3.874501663683e+00 
       7.671496989756e+13       1.284326927547e-25       6.040863809176e-09       1.269756050794e+22       1.267779227578e+04       1.652583881961e-10       9.725764528042e+17       3.488182512988e-09       9.530145863146e+43       1.106758520036e+33       6.047185486651e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       6.592658421409e+43       1.612280428527e+44       1.612280428527e+44       5.374268094852e+43      -3.558110987275e+52       8.645741503947e-06       3.772541093587e+00 
       7.618169801148e+13       1.302370436552e-25       6.084519554861e-09       1.252164393233e+22       1.267779227578e+04       1.664151969135e-10       9.658157426060e+17       3.512599790579e-09       9.267906965640e+43       1.083838221411e+33       5.921951937793e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       6.411249710473e+43       1.567915667681e+44       1.567915667681e+44       5.226385558704e+43      -3.436150189738e+52       8.873261017208e-06       3.675809270674e+00 
       7.565213307992e+13       1.320667438815e-25       6.126356311142e-09       1.234816456831e+22       1.267779227578e+04       1.675801032919e-10       9.591020284071e+17       3.537187989113e-09       9.012884037369e+43       1.061392588289e+33       5.799311899882e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       6.234832782562e+43       1.524771682062e+44       1.524771682062e+44       5.082572273311e+43      -3.318369822825e+52       9.100780530470e-06       3.583914038907e+00 
       7.512624933457e+13       1.339221495663e-25       6.170012056828e-09       1.217708864987e+22       1.267779227578e+04       1.687531640149e-10       9.524349835224e+17       3.561948305036e-09       8.764878518120e+43       1.039411790634e+33       5.679211662878e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       6.063270279898e+43       1.482814879869e+44       1.482814879869e+44       4.942716266006e+43      -3.204626594589e+52       9.328300043731e-06       3.496501501373e+00 
       7.460402118627e+13       1.358036218455e-25       6.211848813109e-09       1.200838287881e+22       1.267779227578e+04       1.699344361630e-10       9.458142835377e+17       3.586881943171e-09       8.523697311413e+43       1.017886201986e+33       5.561598629041e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       5.896428624344e+43       1.442012593641e+44       1.442012593641e+44       4.806708645252e+43      -3.094782124677e+52       9.555819556993e-06       3.413251465626e+00 
       7.408542322370e+13       1.377115269288e-25       6.255504558794e-09       1.184201441825e+22       1.267779227578e+04       1.711239772162e-10       9.392396062936e+17       3.611990116773e-09       8.289152634162e+43       9.968063952409e+32       5.446421289901e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       5.734177913402e+43       1.402333054821e+44       1.402333054821e+44       4.674443515855e+43      -2.988702775978e+52       9.783339070254e-06       3.333873524565e+00 
       7.357043021222e+13       1.396462361706e-25       6.299160304479e-09       1.167795088625e+22       1.267779227578e+04       1.723218450567e-10       9.327106318705e+17       3.637274047590e-09       8.061061870468e+43       9.761631385265e+32       5.333629203695e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       5.576391819075e+43       1.363745369017e+44       1.363745369017e+44       4.545817896514e+43      -2.886259492038e+52       1.001085858352e-05       3.258103671734e+00 
       7.305901709257e+13       1.416081261426e-25       6.344635039568e-09       1.151616034950e+22       1.267779227578e+04       1.735280979721e-10       9.262270425725e+17       3.662734965923e-09       7.839247429430e+43       9.559473911558e+32       5.223172973281e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       5.422947489502e+43       1.326219491955e+44       1.326219491955e+44       4.420731639644e+43      -2.787327640051e+52       1.023837809678e-05       3.185701367918e+00 
       7.255115897971e+13       1.435975787067e-25       6.388290785253e-09       1.135661131711e+22       1.267779227578e+04       1.747427946579e-10       9.197885229121e+17       3.688374110685e-09       7.623536606878e+43       9.361502996691e+32       5.115004224499e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       5.273725453312e+43       1.289726206080e+44       1.289726206080e+44       4.299087353397e+43      -2.691786859228e+52       1.046589761004e-05       3.116446990354e+00 
       7.204683116158e+13       1.456149810900e-25       6.433765520342e-09       1.119927273447e+22       1.267779227578e+04       1.759659942205e-10       9.133947595950e+17       3.714192729459e-09       7.413761450905e+43       9.167631939567e+32       5.009075584990e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       5.128609526601e+43       1.254237097810e+44       1.254237097810e+44       4.180790325835e+43      -2.599520914370e+52       1.069341712330e-05       3.050139607581e+00 
       7.154600909790e+13       1.476607259593e-25       6.477421266027e-09       1.104411397720e+22       1.267779227578e+04       1.771977561800e-10       9.070454415044e+17       3.740192078565e-09       7.209758631098e+43       8.977775834615e+32       4.905340663449e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       4.987486722469e+43       1.219724535415e+44       1.219724535415e+44       4.065748451189e+43      -2.510417554451e+52       1.092093663656e-05       2.986595032423e+00 
       7.104866841896e+13       1.497352114983e-25       6.522896001115e-09       1.089110484523e+22       1.267779227578e+04       1.784381404733e-10       9.007402596866e+17       3.766373423115e-09       7.011369311369e+43       8.791851534608e+32       4.803754029303e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       4.850247163053e+43       1.186161647499e+44       1.186161647499e+44       3.953872158140e+43      -2.424368376056e+52       1.114845614982e-05       2.925644113394e+00 
       7.055478492449e+13       1.518388414846e-25       6.568370736204e-09       1.074021555688e+22       1.267779227578e+04       1.796872074566e-10       8.944789073353e+17       3.792738037076e-09       6.818439026289e+43       8.609777614246e+32       4.704271192824e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       4.716783993974e+43       1.153522302082e+44       1.153522302082e+44       3.845074340088e+43      -2.341268691498e+52       1.137597566308e-05       2.867131231126e+00 
       7.006433458242e+13       1.539720253686e-25       6.615664460696e-09       1.059141674306e+22       1.267779227578e+04       1.809450179088e-10       8.882610797768e+17       3.819287203336e-09       6.630817560821e+43       8.431474334498e+32       4.606848585634e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       4.586993301144e+43       1.121781086251e+44       1.121781086251e+44       3.739270287322e+43      -2.261017401449e+52       1.160349517635e-05       2.810912971692e+00 
       6.957729352772e+13       1.561351783530e-25       6.661139195785e-09       1.044467944158e+22       1.267779227578e+04       1.822116330342e-10       8.820864744556e+17       3.846022213759e-09       6.448358833359e+43       8.256863607683e+32       4.511443541634e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       4.460774029851e+43       1.090913286374e+44       1.090913286374e+44       3.636377621070e+43      -2.183516871951e+52       1.183101468961e-05       2.756856953006e+00 
       6.909363806129e+13       1.583287214737e-25       6.708432920277e-09       1.029997509152e+22       1.267779227578e+04       1.834871144654e-10       8.759547909192e+17       3.872944369255e-09       6.270920781994e+43       8.085868963263e+32       4.418014278312e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       4.338027906086e+43       1.060894868860e+44       1.060894868860e+44       3.536316229360e+43      -2.108672815627e+52       1.205853420287e-05       2.704840784082e+00 
       6.861334464875e+13       1.605530816817e-25       6.755726644769e-09       1.015727552764e+22       1.267779227578e+04       1.847715242666e-10       8.698657308036e+17       3.900054979839e-09       6.098365253901e+43       7.918415514365e+32       4.326519878446e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       4.218659360024e+43       1.031702461444e+44       1.031702461444e+44       3.439008204641e+43      -2.036394176974e+52       1.228605371613e-05       2.654751139932e+00 
       6.813638991932e+13       1.628086919262e-25       6.803020369262e-09       1.001655297490e+22       1.267779227578e+04       1.860649249365e-10       8.638189978188e+17       3.927355364698e-09       5.930557897776e+43       7.754429924972e+32       4.236920272186e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       4.102575451612e+43       1.003313334989e+44       1.003313334989e+44       3.344377783129e+43      -1.966593021582e+52       1.251357322939e-05       2.606482937388e+00 
       6.766275066466e+13       1.650959912391e-25       6.850314093754e-09       9.877780043072e+21       1.267779227578e+04       1.873673794111e-10       8.578142977347e+17       3.954846852251e-09       5.767368059232e+43       7.593840377815e+32       4.149176219505e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       3.989685798209e+43       9.757053857932e+43       9.757053857932e+43       3.252351285814e+43      -1.899184429157e+52       1.274109274265e-05       2.559938599220e+00 
       6.719240383780e+13       1.674154248200e-25       6.897607818246e-09       9.740929721418e+21       1.267779227578e+04       1.886789510669e-10       8.518513383661e+17       3.982530780216e-09       5.608668679066e+43       7.436576542916e+32       4.063249293011e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       3.879902504213e+43       9.488571183760e+43       9.488571183760e+43       3.162857061093e+43      -1.834086390204e+52       1.296861225591e-05       2.515027395725e+00 
       6.672532655193e+13       1.697674441233e-25       6.946720532142e-09       9.605975373399e+21       1.267779227578e+04       1.899997037244e-10       8.459298295592e+17       4.010408495677e-09       5.454336194339e+43       7.282569546789e+32       3.979101861122e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       3.773140092625e+43       9.227476287435e+43       9.227476287435e+43       3.075825428988e+43      -1.771219706253e+52       1.319613176918e-05       2.471664854420e+00 
       6.626149607938e+13       1.721525069457e-25       6.994014256634e-09       9.472890731514e+21       1.267779227578e+04       1.913297016505e-10       8.400494831769e+17       4.038481355147e-09       5.304250442161e+43       7.131751942274e+32       3.896697071582e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       3.669315438497e+43       8.973565881119e+43       8.973565881119e+43       2.991188626886e+43      -1.710507893507e+52       1.342365128244e-05       2.429772229769e+00 
       6.580088985043e+13       1.745710775158e-25       7.043126970530e-09       9.341649892180e+21       1.267779227578e+04       1.926690095620e-10       8.342100130853e+17       4.066750724632e-09       5.158294566141e+43       6.984057679005e+32       3.815998835324e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       3.568347704214e+43       8.726642270807e+43       8.726642270807e+43       2.908880756785e+43      -1.651877089793e+52       1.365117079570e-05       2.389276025940e+00 
       6.534348545226e+13       1.770236265838e-25       7.092239684425e-09       9.212227310694e+21       1.267779227578e+04       1.940176926290e-10       8.284111351394e+17       4.095217979704e-09       5.016354925399e+43       6.839422074474e+32       3.736971810663e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       3.470158276548e+43       8.486513202389e+43       8.486513202389e+43       2.828837733982e+43      -1.595255964701e+52       1.387869030896e-05       2.350107566498e+00 
       6.488926062786e+13       1.795106315137e-25       7.143171387725e-09       9.084597796256e+21       1.267779227578e+04       1.953758164774e-10       8.226525671692e+17       4.123884505562e-09       4.878321006084e+43       6.697781785712e+32       3.659581387818e+33       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       3.374670705457e+43       8.252991711974e+43       8.252991711974e+43       2.750997237180e+43      -1.540575632798e+52       1.410620982222e-05       2.312202605748e+00 
