# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  112       5.892895848936e-10       2.380819329532e-13      -1.427399694012e-12       7.227502555159e-16       8.951801944002e-12       1.289297573289e-12      -9.334973591483e-15 
  113       5.911741741690e-10       2.422632967496e-13      -1.530920716584e-12       7.353904822215e-16       8.738009220820e-12       1.265392858336e-12      -9.294645759163e-15 
  114       5.931118555444e-10       2.464199569905e-13      -1.634698236936e-12       7.481400564272e-16       8.530741540389e-12       1.242106172258e-12      -9.255615610668e-15 
  115       5.950993110061e-10       2.505493975880e-13      -1.738661727269e-12       7.609951591696e-16       8.329435641590e-12       1.219397978428e-12      -9.212671556989e-15 
  116       5.971334913357e-10       2.546491298177e-13      -1.842738566340e-12       7.739523056718e-16       8.133575895177e-12       1.197231604234e-12      -9.161297875775e-15 
  117       5.992145755861e-10       2.587168056175e-13      -1.946847320383e-12       7.870102339012e-16       7.943084707819e-12       1.175603780705e-12      -9.101028269726e-15 
  118       6.013433357042e-10       2.627501200044e-13      -2.050903745299e-12       8.001682356164e-16       7.757975991844e-12       1.154517475906e-12      -9.032486474904e-15 
  119       6.035202078584e-10       2.667467778189e-13      -2.154822908228e-12       8.134255726300e-16       7.578233436166e-12       1.133972331566e-12      -8.956352629043e-15 
  120       6.057452809217e-10       2.707044950415e-13      -2.258519223755e-12       8.267814762479e-16       7.403809581573e-12       1.113964559387e-12      -8.873364510891e-15 
  121       6.080182849534e-10       2.746210001074e-13      -2.361906490107e-12       8.402351467084e-16       7.234624896011e-12       1.094486837365e-12      -8.784318779543e-15 
  122       6.103385796830e-10       2.784940352221e-13      -2.464897925359e-12       8.537857526211e-16       7.070566849877e-12       1.075528206093e-12      -8.690072213786e-15 
  123       6.127051429918e-10       2.823213576772e-13      -2.567406203632e-12       8.674324304067e-16       6.911488991302e-12       1.057073965083e-12      -8.591542951435e-15 
  124       6.151165593962e-10       2.861007411653e-13      -2.669343491295e-12       8.811742837354e-16       6.757210021443e-12       1.039105569069e-12      -8.489711728671e-15 
  125       6.175710085300e-10       2.898299770958e-13      -2.770621483165e-12       8.950103829668e-16       6.607512869767e-12       1.021600524329e-12      -8.385623119383e-15 
  126       6.200662536272e-10       2.935068759104e-13      -2.871151438712e-12       9.089397645885e-16       6.462143769341e-12       1.004532284990e-12      -8.280386774505e-15 
  127       6.225996300048e-10       2.971292683980e-13      -2.970844218255e-12       9.229614306557e-16       6.320811332120e-12       9.878701493463e-13      -8.175178661355e-15 
  128       6.251680335449e-10       3.006950070107e-13      -3.069610319170e-12       9.370743482299e-16       6.183185624231e-12       9.715791561689e-13      -8.071242302975e-15 
  129       6.277686185362e-10       3.042020367918e-13      -3.167361355563e-12       9.512780503249e-16       6.048968820406e-12       9.556278242607e-13      -7.969651615355e-15 
  130       6.304010022126e-10       3.076486141629e-13      -3.264014603951e-12       9.655745144697e-16       5.918117894710e-12       9.400125513001e-13      -7.870567371179e-15 
  131       6.330652814150e-10       3.110331147358e-13      -3.359489026986e-12       9.799664901256e-16       5.790644725461e-12       9.247357080929e-13      -7.773901131644e-15 
  132       6.357613385343e-10       3.143539676465e-13      -3.453703920746e-12       9.944569193591e-16       5.666546297473e-12       9.097979881610e-13      -7.679545874978e-15 
  133       6.384888350692e-10       3.176096573694e-13      -3.546578961269e-12       1.009048940586e-15       5.545804289540e-12       8.951983601792e-13      -7.587375529859e-15 
  134       6.412472051850e-10       3.207987255301e-13      -3.638034251077e-12       1.023745892313e-15       5.428384661912e-12       8.809340204107e-13      -7.497244508836e-15 
  135       6.440356492725e-10       3.239197727198e-13      -3.727990365714e-12       1.038551316882e-15       5.314237243785e-12       8.670003451432e-13      -7.408987241750e-15 
  136       6.468531275062e-10       3.269714603081e-13      -3.816368400270e-12       1.053468964217e-15       5.203295320775e-12       8.533908431252e-13      -7.322417709154e-15 
